[{'word': 'easier', 'softmax': 0.9999999403953552}, {'word': 'harder', 'softmax': 6.343522152008063e-09}]
[{'word': 'harder', 'softmax': 0.9999910593032837}, {'word': 'easier', 'softmax': 2.85203594074801e-08}]
[{'word': 'harder', 'softmax': 0.9999902248382568}, {'word': 'easier', 'softmax': 3.962995975825834e-08}]
[{'word': 'harder', 'softmax': 0.9999980926513672}, {'word': 'easier', 'softmax': 3.6020921356794133e-08}]
[{'word': 'easier', 'softmax': 0.9999994039535522}, {'word': 'harder', 'softmax': 3.4750000654781843e-09}]
[{'word': 'easier', 'softmax': 0.9999990463256836}, {'word': 'harder', 'softmax': 2.17466533669608e-09}]
[{'word': 'harder', 'softmax': 0.9999991655349731}, {'word': 'easier', 'softmax': 3.082013222410751e-07}]
[{'word': 'easier', 'softmax': 0.9999977946281433}, {'word': 'harder', 'softmax': 2.1646471850544913e-06}]
[{'word': 'easier', 'softmax': 0.9999986886978149}, {'word': 'harder', 'softmax': 1.0998861625921563e-06}]
[{'word': 'more', 'softmax': 0.999993622303009}, {'word': 'less', 'softmax': 6.313942321867216e-06}]
[{'word': 'less', 'softmax': 0.9999194145202637}, {'word': 'more', 'softmax': 1.56163423525868e-05}]
[{'word': 'less', 'softmax': 0.999931275844574}, {'word': 'more', 'softmax': 1.9796492779278196e-05}]
[{'word': 'harder', 'softmax': 0.9999992847442627}, {'word': 'easier', 'softmax': 5.154357722858549e-07}]
[{'word': 'easier', 'softmax': 0.9999971985816956}, {'word': 'harder', 'softmax': 2.8620787961841643e-09}]
[{'word': 'easier', 'softmax': 0.9999991655349731}, {'word': 'harder', 'softmax': 9.84333392572978e-10}]
[{'word': 'easier', 'softmax': 0.9999716877937317}, {'word': 'harder', 'softmax': 2.8280532205826603e-05}]
[{'word': 'harder', 'softmax': 0.9999984502792358}, {'word': 'easier', 'softmax': 5.008631660530227e-07}]
[{'word': 'harder', 'softmax': 0.999998927116394}, {'word': 'easier', 'softmax': 2.3094217738162115e-07}]
[{'word': 'less', 'softmax': 0.9999390244483948}, {'word': 'more', 'softmax': 4.482977237785235e-05}]
[{'word': 'more', 'softmax': 0.9999963641166687}, {'word': 'less', 'softmax': 3.61934803549957e-06}]
