[{'word': 'more', 'softmax': 0.006023072637617588}, {'word': 'less', 'softmax': 0.005738737061619759}]
[{'word': 'more', 'softmax': 0.006023083347827196}, {'word': 'less', 'softmax': 0.005738735664635897}]
[{'word': 'more', 'softmax': 0.006023074500262737}, {'word': 'less', 'softmax': 0.005738724954426289}]
[{'word': 'more', 'softmax': 0.006023077759891748}, {'word': 'less', 'softmax': 0.005738736130297184}]
[{'word': 'more', 'softmax': 0.006023082882165909}, {'word': 'less', 'softmax': 0.005738732870668173}]
[{'word': 'more', 'softmax': 0.00602308614179492}, {'word': 'less', 'softmax': 0.005738730542361736}]
[{'word': 'more', 'softmax': 0.006023072171956301}, {'word': 'less', 'softmax': 0.005738719832152128}]
[{'word': 'more', 'softmax': 0.00602306891232729}, {'word': 'less', 'softmax': 0.005738724954426289}]
[{'word': 'more', 'softmax': 0.00602307915687561}, {'word': 'less', 'softmax': 0.005738729145377874}]
[{'word': 'more', 'softmax': 0.0060230763629078865}, {'word': 'less', 'softmax': 0.005738729611039162}]
[{'word': 'more', 'softmax': 0.006023074965924025}, {'word': 'less', 'softmax': 0.005738725420087576}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.005738724023103714}]
[{'word': 'more', 'softmax': 0.006023086607456207}, {'word': 'less', 'softmax': 0.005738722626119852}]
[{'word': 'more', 'softmax': 0.00602306891232729}, {'word': 'less', 'softmax': 0.005738713778555393}]
[{'word': 'more', 'softmax': 0.006023089867085218}, {'word': 'less', 'softmax': 0.005738736595958471}]
[{'word': 'more', 'softmax': 0.006023083813488483}, {'word': 'less', 'softmax': 0.00573873333632946}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738718435168266}]
[{'word': 'more', 'softmax': 0.006023078691214323}, {'word': 'less', 'softmax': 0.005738731473684311}]
[{'word': 'more', 'softmax': 0.006023067515343428}, {'word': 'less', 'softmax': 0.00573872122913599}]
[{'word': 'more', 'softmax': 0.006023074500262737}, {'word': 'less', 'softmax': 0.005738727282732725}]
[{'word': 'more', 'softmax': 0.006023069377988577}, {'word': 'less', 'softmax': 0.005738725885748863}]
[{'word': 'more', 'softmax': 0.006023072171956301}, {'word': 'less', 'softmax': 0.0057387282140553}]
[{'word': 'more', 'softmax': 0.006023082882165909}, {'word': 'less', 'softmax': 0.005738719366490841}]
[{'word': 'more', 'softmax': 0.006023085210472345}, {'word': 'less', 'softmax': 0.0057387156412005424}]
[{'word': 'more', 'softmax': 0.006023078691214323}, {'word': 'less', 'softmax': 0.005738734267652035}]
[{'word': 'more', 'softmax': 0.006023063790053129}, {'word': 'less', 'softmax': 0.0057387202978134155}]
[{'word': 'more', 'softmax': 0.006023081485182047}, {'word': 'less', 'softmax': 0.005738714709877968}]
[{'word': 'more', 'softmax': 0.006023083347827196}, {'word': 'less', 'softmax': 0.005738730076700449}]
[{'word': 'more', 'softmax': 0.006023078691214323}, {'word': 'less', 'softmax': 0.0057387398555874825}]
[{'word': 'more', 'softmax': 0.006023069377988577}, {'word': 'less', 'softmax': 0.005738719832152128}]
[{'word': 'more', 'softmax': 0.006023082882165909}, {'word': 'less', 'softmax': 0.00573873333632946}]
[{'word': 'more', 'softmax': 0.006023074500262737}, {'word': 'less', 'softmax': 0.005738722160458565}]
[{'word': 'more', 'softmax': 0.006023084279149771}, {'word': 'less', 'softmax': 0.005738723091781139}]
[{'word': 'more', 'softmax': 0.006023080553859472}, {'word': 'less', 'softmax': 0.0057387277483940125}]
[{'word': 'more', 'softmax': 0.006023072171956301}, {'word': 'less', 'softmax': 0.0057387282140553}]
[{'word': 'more', 'softmax': 0.006023082882165909}, {'word': 'less', 'softmax': 0.0057387216947972775}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.0057387216947972775}]
[{'word': 'more', 'softmax': 0.006023068446666002}, {'word': 'less', 'softmax': 0.005738727282732725}]
[{'word': 'more', 'softmax': 0.006023078691214323}, {'word': 'less', 'softmax': 0.005738720763474703}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.005738718900829554}]
[{'word': 'more', 'softmax': 0.006023081950843334}, {'word': 'less', 'softmax': 0.0057387263514101505}]
[{'word': 'more', 'softmax': 0.0060230703093111515}, {'word': 'less', 'softmax': 0.0057387263514101505}]
[{'word': 'more', 'softmax': 0.00602308101952076}, {'word': 'less', 'softmax': 0.0057387338019907475}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.0057387263514101505}]
[{'word': 'more', 'softmax': 0.006023077294230461}, {'word': 'less', 'softmax': 0.005738722160458565}]
[{'word': 'more', 'softmax': 0.006023079622536898}, {'word': 'less', 'softmax': 0.005738729611039162}]
[{'word': 'more', 'softmax': 0.006023085676133633}, {'word': 'less', 'softmax': 0.005738729611039162}]
[{'word': 'more', 'softmax': 0.006023084279149771}, {'word': 'less', 'softmax': 0.005738725885748863}]
[{'word': 'more', 'softmax': 0.006023071240633726}, {'word': 'less', 'softmax': 0.0057387216947972775}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.005738723557442427}]
[{'word': 'more', 'softmax': 0.00602308101952076}, {'word': 'less', 'softmax': 0.005738725420087576}]
[{'word': 'more', 'softmax': 0.00602307403460145}, {'word': 'less', 'softmax': 0.00573871610686183}]
[{'word': 'more', 'softmax': 0.006023081950843334}, {'word': 'less', 'softmax': 0.005738726817071438}]
[{'word': 'more', 'softmax': 0.006023073568940163}, {'word': 'less', 'softmax': 0.005738729611039162}]
[{'word': 'more', 'softmax': 0.006023074500262737}, {'word': 'less', 'softmax': 0.005738722626119852}]
[{'word': 'more', 'softmax': 0.006023079622536898}, {'word': 'less', 'softmax': 0.00573872122913599}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738731939345598}]
[{'word': 'more', 'softmax': 0.006023072637617588}, {'word': 'less', 'softmax': 0.005738725885748863}]
[{'word': 'more', 'softmax': 0.006023072171956301}, {'word': 'less', 'softmax': 0.0057387282140553}]
[{'word': 'more', 'softmax': 0.006023072637617588}, {'word': 'less', 'softmax': 0.0057387095876038074}]
[{'word': 'more', 'softmax': 0.006023072171956301}, {'word': 'less', 'softmax': 0.005738719832152128}]
[{'word': 'more', 'softmax': 0.006023084279149771}, {'word': 'less', 'softmax': 0.005738723091781139}]
[{'word': 'more', 'softmax': 0.006023071706295013}, {'word': 'less', 'softmax': 0.005738719832152128}]
[{'word': 'more', 'softmax': 0.006023085676133633}, {'word': 'less', 'softmax': 0.005738727282732725}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738718900829554}]
[{'word': 'more', 'softmax': 0.006023072637617588}, {'word': 'less', 'softmax': 0.005738722626119852}]
[{'word': 'more', 'softmax': 0.006023068446666002}, {'word': 'less', 'softmax': 0.005738717038184404}]
[{'word': 'more', 'softmax': 0.006023065652698278}, {'word': 'less', 'softmax': 0.0057387216947972775}]
[{'word': 'more', 'softmax': 0.00602307403460145}, {'word': 'less', 'softmax': 0.00573872122913599}]
[{'word': 'more', 'softmax': 0.0060230703093111515}, {'word': 'less', 'softmax': 0.005738729145377874}]
[{'word': 'more', 'softmax': 0.006023079622536898}, {'word': 'less', 'softmax': 0.005738724023103714}]
[{'word': 'more', 'softmax': 0.006023078225553036}, {'word': 'less', 'softmax': 0.005738719832152128}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738735198974609}]
[{'word': 'more', 'softmax': 0.006023075431585312}, {'word': 'less', 'softmax': 0.0057387202978134155}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738727282732725}]
[{'word': 'more', 'softmax': 0.00602307403460145}, {'word': 'less', 'softmax': 0.005738713778555393}]
[{'word': 'more', 'softmax': 0.006023078225553036}, {'word': 'less', 'softmax': 0.005738717038184404}]
[{'word': 'more', 'softmax': 0.006023076828569174}, {'word': 'less', 'softmax': 0.005738724488765001}]
[{'word': 'more', 'softmax': 0.00602308101952076}, {'word': 'less', 'softmax': 0.005738725420087576}]
[{'word': 'more', 'softmax': 0.006023071240633726}, {'word': 'less', 'softmax': 0.005738718435168266}]
[{'word': 'more', 'softmax': 0.006023085210472345}, {'word': 'less', 'softmax': 0.005738713312894106}]
[{'word': 'more', 'softmax': 0.006023088004440069}, {'word': 'less', 'softmax': 0.005738720763474703}]
[{'word': 'more', 'softmax': 0.00602306704968214}, {'word': 'less', 'softmax': 0.005738723091781139}]
[{'word': 'more', 'softmax': 0.00602307915687561}, {'word': 'less', 'softmax': 0.005738712847232819}]
[{'word': 'more', 'softmax': 0.00602307915687561}, {'word': 'less', 'softmax': 0.005738726817071438}]
[{'word': 'more', 'softmax': 0.006023074965924025}, {'word': 'less', 'softmax': 0.005738719832152128}]
